"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"NR_FEDERACAO";"NM_FEDERACAO";"SG_FEDERACAO";"DS_COMPOSICAO_FEDERACAO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_LEGENDA_VALIDOS";"QT_VOTOS_NOM_CONVR_LEG_VALIDOS";"QT_TOTAL_VOTOS_LEG_VALIDOS";"QT_VOTOS_NOMINAIS_VALIDOS";"QT_VOTOS_LEGENDA_ANUL_SUBJUD";"QT_VOTOS_NOMINAIS_ANUL_SUBJUD"
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";113;13;"Vereador";"Partido isolado";30;"NOVO";"Partido Novo";-1;"#NULO#";"#NULO#";"#NULO#";210000053520;"PARTIDO ISOLADO";"NOVO";"N";388;0;388;3143;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";113;11;"Prefeito";"Coligação";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000089729;"Porto Alegre pra ti";"PP / AVANTE";"N";0;0;0;834;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85251";"ARROIO GRANDE";85251;"ARROIO GRANDE";92;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000114029;"PARTIDO ISOLADO";"PDT";"N";261;0;261;3602;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87130";"ITAQUI";87130;"ITAQUI";24;11;"Prefeito";"Coligação";22;"PL";"Partido Liberal";-1;"#NULO#";"#NULO#";"#NULO#";210000105761;"Juntos para cuidar de nossa gente, trabalhando para o Itaqui andar para frente";"MDB / PL";"N";0;0;0;8530;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";114;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000089758;"PARTIDO ISOLADO";"PDT";"N";359;0;359;3104;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";113;13;"Vereador";"Partido isolado";80;"UP";"Unidade Popular";-1;"#NULO#";"#NULO#";"#NULO#";210000053522;"PARTIDO ISOLADO";"UP";"N";11;0;11;138;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86851";"GUAÍBA";86851;"GUAÍBA";90;13;"Vereador";"Partido isolado";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";210000077825;"PARTIDO ISOLADO";"PSD";"N";16;0;16;772;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87386";"PINHAL GRANDE";87386;"PINHAL GRANDE";27;13;"Vereador";"Partido isolado";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000066849;"PARTIDO ISOLADO";"MDB";"N";46;0;46;354;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87858";"PASSO FUNDO";87858;"PASSO FUNDO";128;11;"Prefeito";"Partido isolado";16;"PSTU";"Partido Socialista dos Trabalhadores Unificado";-1;"#NULO#";"#NULO#";"#NULO#";210000077620;"PARTIDO ISOLADO";"PSTU";"N";0;0;0;273;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86134";"CONSTANTINA";86134;"CONSTANTINA";146;13;"Vereador";"Partido isolado";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000153635;"PARTIDO ISOLADO";"MDB";"N";13;0;13;784;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85472";"BOM RETIRO DO SUL";85472;"BOM RETIRO DO SUL";21;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000067266;"PARTIDO ISOLADO";"PDT";"N";30;0;30;1175;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84794";"SÃO JORGE";84794;"SÃO JORGE";75;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000116809;"JUNTOS PARA VOLTAR A CRESCER";"MDB / DEM / CIDADANIA / PSDB";"N";0;0;0;1242;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86312";"DONA FRANCISCA";86312;"DONA FRANCISCA";119;13;"Vereador";"Partido isolado";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";210000087625;"PARTIDO ISOLADO";"PSD";"N";6;0;6;240;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86851";"GUAÍBA";86851;"GUAÍBA";90;13;"Vereador";"Partido isolado";51;"PATRIOTA";"Patriota";-1;"#NULO#";"#NULO#";"#NULO#";210000116382;"PARTIDO ISOLADO";"PATRIOTA";"N";149;0;149;737;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88650";"SÃO FRANCISCO DE ASSIS";88650;"SÃO FRANCISCO DE ASSIS";79;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000061154;"PARTIDO ISOLADO";"PDT";"N";79;0;79;3704;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87378";"MARAU";87378;"MARAU";62;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000059864;"PARTIDO ISOLADO";"PP";"N";352;0;352;6574;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88072";"PUTINGA";88072;"PUTINGA";145;13;"Vereador";"Partido isolado";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";210000139132;"PARTIDO ISOLADO";"PSD";"N";66;0;66;1432;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84743";"TRÊS ARROIOS";84743;"TRÊS ARROIOS";20;13;"Vereador";"Partido isolado";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000073808;"PARTIDO ISOLADO";"MDB";"N";45;0;45;489;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86428";"BOA VISTA DAS MISSÕES";86428;"BOA VISTA DAS MISSÕES";32;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000073844;"PARTIDO ISOLADO";"PP";"N";34;0;34;300;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85499";"BOSSOROCA";85499;"BOSSOROCA";52;13;"Vereador";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000127839;"PARTIDO ISOLADO";"PT";"N";12;0;12;430;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85693";"CAMAQUÃ";85693;"CAMAQUÃ";12;11;"Prefeito";"Coligação";25;"DEM";"Democratas";-1;"#NULO#";"#NULO#";"#NULO#";210000105953;"Camaquã para todos";"DEM / PODE";"N";0;0;0;2470;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85782";"IMIGRANTE";85782;"IMIGRANTE";125;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000113463;"PARTIDO ISOLADO";"PDT";"N";5;0;5;191;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89559";"VENÂNCIO AIRES";89559;"VENÂNCIO AIRES";93;11;"Prefeito";"Coligação";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000145340;"UNIDOS POR TODOS";"PSB / PSDB / PL / PP / PTB / DEM";"N";0;0;0;15702;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85537";"BUTIÁ";85537;"BUTIÁ";116;13;"Vereador";"Partido isolado";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";210000051910;"PARTIDO ISOLADO";"REPUBLICANOS";"N";20;0;20;1616;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87416";"MARIANO MORO";87416;"MARIANO MORO";20;13;"Vereador";"Partido isolado";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000068249;"PARTIDO ISOLADO";"MDB";"N";20;0;20;521;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"84832";"SÃO DOMINGOS DO SUL";84832;"SÃO DOMINGOS DO SUL";138;13;"Vereador";"Partido isolado";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000114435;"PARTIDO ISOLADO";"PSB";"N";12;0;12;333;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86835";"GRAVATAÍ";86835;"GRAVATAÍ";173;13;"Vereador";"Partido isolado";14;"PTB";"Partido Trabalhista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000074483;"PARTIDO ISOLADO";"PTB";"N";107;0;107;3356;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86720";"GARRUCHOS";86720;"GARRUCHOS";141;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000134368;"PARTIDO ISOLADO";"PP";"N";55;0;55;1017;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85316";"BAGÉ";85316;"BAGÉ";142;13;"Vereador";"Partido isolado";17;"PSL";"Partido Social Liberal";-1;"#NULO#";"#NULO#";"#NULO#";210000149820;"PARTIDO ISOLADO";"PSL";"N";54;0;54;420;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87220";"NOVA PÁDUA";87220;"NOVA PÁDUA";68;13;"Vereador";"Partido isolado";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";210000140429;"PARTIDO ISOLADO";"PSDB";"N";2;0;2;328;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88269";"CHUVISCA";88269;"CHUVISCA";12;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000114131;"PARTIDO ISOLADO";"PDT";"N";7;0;7;303;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87050";"IJUÍ";87050;"IJUÍ";23;13;"Vereador";"Partido isolado";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";210000117134;"PARTIDO ISOLADO";"PSDB";"N";24;0;24;228;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89389";"QUATRO IRMÃOS";89389;"QUATRO IRMÃOS";148;11;"Prefeito";"Coligação";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000059357;"Somos todos Quatro Irmãos";"PP / MDB";"N";0;0;0;814;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";2;13;"Vereador";"Partido isolado";50;"PSOL";"Partido Socialismo e Liberdade";-1;"#NULO#";"#NULO#";"#NULO#";210000058024;"PARTIDO ISOLADO";"PSOL";"N";621;0;621;9505;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89389";"QUATRO IRMÃOS";89389;"QUATRO IRMÃOS";148;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000059635;"PARTIDO ISOLADO";"PP";"N";32;0;32;618;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88137";"RESTINGA SÊCA";88137;"RESTINGA SÊCA";157;13;"Vereador";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000056717;"PARTIDO ISOLADO";"PT";"N";24;0;24;844;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87157";"ITATIBA DO SUL";87157;"ITATIBA DO SUL";20;13;"Vereador";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000051541;"PARTIDO ISOLADO";"PT";"N";89;0;89;1797;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87939";"PINHEIRO MACHADO";87939;"PINHEIRO MACHADO";35;11;"Prefeito";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000057933;"PARTIDO ISOLADO";"PT";"N";0;0;0;558;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86991";"IBIRAIARAS";86991;"IBIRAIARAS";28;13;"Vereador";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000090889;"PARTIDO ISOLADO";"PT";"N";9;0;9;296;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89265";"JACUIZINHO";89265;"JACUIZINHO";154;11;"Prefeito";"Coligação";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000076287;"NOVO AMANHECER";"PDT / PSB / PT";"N";0;0;0;784;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87408";"PINHEIRINHO DO VALE";87408;"PINHEIRINHO DO VALE";94;11;"Prefeito";"Coligação";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000120321;"UNIÃO DEMOCRATICA PINHEIRINHENSE";"PL / MDB";"N";0;0;0;1724;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85766";"RELVADO";85766;"RELVADO";67;11;"Prefeito";"Coligação";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000179543;"PRA FRENTE RELVADO";"PP / PTB / PDT";"N";0;0;0;963;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88455";"SANT ANA DO LIVRAMENTO";88455;"SANT ANA DO LIVRAMENTO";30;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000075814;"PARTIDO ISOLADO";"PP";"N";283;0;283;4431;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88668";"VALE VERDE";88668;"VALE VERDE";162;13;"Vereador";"Partido isolado";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000086838;"PARTIDO ISOLADO";"MDB";"N";52;0;52;1200;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87262";"NOVO BARREIRO";87262;"NOVO BARREIRO";32;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000118286;"PARTIDO ISOLADO";"PP";"N";57;0;57;757;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86681";"DOIS IRMÃOS DAS MISSÕES";86681;"DOIS IRMÃOS DAS MISSÕES";132;13;"Vereador";"Partido isolado";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000123343;"PARTIDO ISOLADO";"PDT";"N";3;0;3;80;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88838";"SÃO MARCOS";88838;"SÃO MARCOS";137;13;"Vereador";"Partido isolado";51;"PATRIOTA";"Patriota";-1;"#NULO#";"#NULO#";"#NULO#";210000090095;"PARTIDO ISOLADO";"PATRIOTA";"N";26;0;26;334;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87181";"NICOLAU VERGUEIRO";87181;"NICOLAU VERGUEIRO";62;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000110870;"PARTIDO ISOLADO";"PP";"N";15;0;15;638;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89532";"VACARIA";89532;"VACARIA";58;11;"Prefeito";"Partido isolado";15;"MDB";"Movimento Democrático Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000123716;"PARTIDO ISOLADO";"MDB";"N";0;0;0;1171;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87858";"PASSO FUNDO";87858;"PASSO FUNDO";33;11;"Prefeito";"Coligação";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000058600;"Passo Fundo quer Mudanças";"PDT / PP / PV / PATRIOTA";"N";0;0;0;14865;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86592";"FELIZ";86592;"FELIZ";165;11;"Prefeito";"Partido isolado";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";210000067498;"PARTIDO ISOLADO";"PSD";"N";0;0;0;4890;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87505";"PRESIDENTE LUCENA";87505;"PRESIDENTE LUCENA";118;11;"Prefeito";"Partido isolado";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";210000071854;"PARTIDO ISOLADO";"REPUBLICANOS";"N";0;0;0;174;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"85154";"ANTÔNIO PRADO";85154;"ANTÔNIO PRADO";6;11;"Prefeito";"Coligação";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000077036;"ANTONIO PRADO MELHOR";"PTB / PP / PT / PSDB";"N";0;0;0;5393;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";2;11;"Prefeito";"Coligação";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000146322;"Porto, Alegre de novo";"PDT / PSB / REDE";"N";0;0;0;4102;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88773";"SÃO LEOPOLDO";88773;"SÃO LEOPOLDO";51;13;"Vereador";"Partido isolado";45;"PSDB";"Partido da Social Democracia Brasileira";-1;"#NULO#";"#NULO#";"#NULO#";210000058286;"PARTIDO ISOLADO";"PSDB";"N";48;0;48;1534;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87599";"NOVA ARAÇÁ";87599;"NOVA ARAÇÁ";138;13;"Vereador";"Partido isolado";55;"PSD";"Partido Social Democrático";-1;"#NULO#";"#NULO#";"#NULO#";210000076718;"PARTIDO ISOLADO";"PSD";"N";11;0;11;335;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88013";"PORTO ALEGRE";88013;"PORTO ALEGRE";114;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000068023;"PARTIDO ISOLADO";"PP";"N";124;0;124;3269;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87912";"PELOTAS";87912;"PELOTAS";34;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000153244;"PARTIDO ISOLADO";"PP";"N";288;0;288;4630;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89320";"NOVO XINGU";89320;"NOVO XINGU";146;13;"Vereador";"Partido isolado";13;"PT";"Partido dos Trabalhadores";-1;"#NULO#";"#NULO#";"#NULO#";210000117719;"PARTIDO ISOLADO";"PT";"N";21;0;21;428;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86258";"DOIS IRMÃOS";86258;"DOIS IRMÃOS";153;13;"Vereador";"Partido isolado";10;"REPUBLICANOS";"REPUBLICANOS";-1;"#NULO#";"#NULO#";"#NULO#";210000073638;"PARTIDO ISOLADO";"REPUBLICANOS";"N";25;0;25;452;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89257";"TAPES";89257;"TAPES";84;11;"Prefeito";"Coligação";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000097785;"JUVENTUDE, EXPERIÊNCIA E EVOLUÇÃO";"PSOL / PT / PDT / PC do B";"N";0;0;0;1621;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"87939";"PINHEIRO MACHADO";87939;"PINHEIRO MACHADO";35;11;"Prefeito";"Coligação";40;"PSB";"Partido Socialista Brasileiro";-1;"#NULO#";"#NULO#";"#NULO#";210000136826;"UM NOVO TEMPO";"PSB / PP / MDB";"N";0;0;0;3022;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"89630";"VIAMÃO";89630;"VIAMÃO";59;13;"Vereador";"Partido isolado";17;"PSL";"Partido Social Liberal";-1;"#NULO#";"#NULO#";"#NULO#";210000098334;"PARTIDO ISOLADO";"PSL";"N";243;0;243;1915;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88412";"SANTA MARIA";88412;"SANTA MARIA";41;11;"Prefeito";"Coligação";12;"PDT";"Partido Democrático Trabalhista";-1;"#NULO#";"#NULO#";"#NULO#";210000137041;"Um Novo Caminho para Santa Maria";"PDT / PSB / REDE / PC do B";"N";0;0;0;5627;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88323";"HERVEIRAS";88323;"HERVEIRAS";40;13;"Vereador";"Partido isolado";11;"PP";"PROGRESSISTAS";-1;"#NULO#";"#NULO#";"#NULO#";210000123915;"PARTIDO ISOLADO";"PP";"N";22;0;22;564;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"88412";"SANTA MARIA";88412;"SANTA MARIA";135;11;"Prefeito";"Coligação";23;"CIDADANIA";"Cidadania";-1;"#NULO#";"#NULO#";"#NULO#";210000138726;"A Santa Maria que queremos, a cidade que Merecemos";"CIDADANIA / DC";"N";0;0;0;4423;0;0
"30/09/2024";"11:03:29";2020;2;"Eleição Ordinária";1;426;"Eleições Municipais 2020";"15/11/2020";"M";"RS";"86240";"ELDORADO DO SUL";86240;"ELDORADO DO SUL";90;13;"Vereador";"Partido isolado";17;"PSL";"Partido Social Liberal";-1;"#NULO#";"#NULO#";"#NULO#";210000141604;"PARTIDO ISOLADO";"PSL";"N";99;0;99;500;0;0
